$3,5,265.000000,2.000000;
$5,5,215.000000,0.000000;
$8,5,110.000000,-3.000000;
$6,5,150.000000,-1.000000;
$7,5,105.000000,-2.000000;
$6,5,120.000000,-1.000000;
$7,5,75.000000,-2.000000;
$5,5,125.000000,0.000000;
$5,5,125.000000,0.000000;
$5,5,125.000000,0.000000;
$5,5,125.000000,0.000000;
$4,5,160.000000,1.000000;
$4,5,170.000000,1.000000;
$4,5,180.000000,1.000000;
$4,5,190.000000,1.000000;
$4,5,200.000000,1.000000;
$4,5,210.000000,1.000000;
$4,5,220.000000,1.000000;
$3,5,265.000000,2.000000;
$5,5,215.000000,0.000000;
$8,5,110.000000,-3.000000;
$6,5,150.000000,-1.000000;
$6,5,140.000000,-1.000000;
$6,5,130.000000,-1.000000;
$6,5,120.000000,-1.000000;
$6,5,110.000000,-1.000000;
$6,5,100.000000,-1.000000;
$4,5,160.000000,1.000000;
$5,5,135.000000,0.000000;
$5,5,135.000000,0.000000;
$4,5,170.000000,1.000000;
$4,5,180.000000,1.000000;
$4,5,190.000000,1.000000;
$4,5,200.000000,1.000000;
$4,5,210.000000,1.000000;
$3,5,255.000000,2.000000;
$5,5,205.000000,0.000000;
$6,5,170.000000,-1.000000;
$6,5,160.000000,-1.000000;
$5,5,185.000000,0.000000;
$5,5,185.000000,0.000000;
$6,5,150.000000,-1.000000;
$5,5,175.000000,0.000000;
$5,5,175.000000,0.000000;
$4,5,210.000000,1.000000;
$5,5,185.000000,0.000000;
$5,5,185.000000,0.000000;
$4,5,220.000000,1.000000;
$4,5,230.000000,1.000000;
$4,5,240.000000,1.000000;
$6,5,180.000000,-1.000000;
$4,5,240.000000,1.000000;
$6,5,180.000000,-1.000000;
$5,5,205.000000,0.000000;
$5,5,205.000000,0.000000;
$6,5,170.000000,-1.000000;
$5,5,195.000000,0.000000;
$5,5,195.000000,0.000000;
$4,5,230.000000,1.000000;
$5,5,205.000000,0.000000;
$5,10,380.000000,5.000000;
$11,10,220.000000,-1.000000;
$17,10,0.000000,-7.000000;
$17,10,0.000000,-7.000000;
$16,10,0.000000,-6.000000;
$16,10,0.000000,-6.000000;
$15,10,0.000000,-5.000000;
$15,10,0.000000,-5.000000;
$14,10,0.000000,-4.000000;
$13,10,0.000000,-3.000000;
$14,10,0.000000,-4.000000;
$12,10,30.000000,-2.000000;
$12,10,10.000000,-2.000000;
$12,10,0.000000,-2.000000;
$12,10,0.000000,-2.000000;
$10,10,50.000000,0.000000;
$11,10,15.000000,-1.000000;
$9,10,75.000000,1.000000;
$10,10,50.000000,0.000000;
$10,10,50.000000,0.000000;
$8,10,120.000000,2.000000;
$8,10,140.000000,2.000000;
$8,10,160.000000,2.000000;
$8,10,180.000000,2.000000;
$8,10,200.000000,2.000000;
$7,10,255.000000,3.000000;
$7,10,285.000000,3.000000;
$10,10,210.000000,0.000000;
$12,10,140.000000,-2.000000;
$10,10,190.000000,0.000000;
$11,10,155.000000,-1.000000;
$11,10,145.000000,-1.000000;
$10,10,170.000000,0.000000;
$10,10,170.000000,0.000000;
$9,10,205.000000,1.000000;
$9,10,215.000000,1.000000;
$10,10,190.000000,0.000000;
$8,10,260.000000,2.000000;
$10,10,210.000000,0.000000;
$9,10,245.000000,1.000000;
$10,10,220.000000,0.000000;
$9,10,255.000000,1.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$10,10,240.000000,0.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$10,10,240.000000,0.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$10,10,240.000000,0.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$10,10,240.000000,0.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$10,10,240.000000,0.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$10,10,240.000000,0.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$10,10,240.000000,0.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$10,10,240.000000,0.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$10,10,240.000000,0.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$10,10,240.000000,0.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$9,10,265.000000,1.000000;
$10,10,240.000000,0.000000;
$11,10,205.000000,-1.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
$10,10,230.000000,0.000000;
